"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Kings Of Leon","Kate","F","43","Harrell","260.38812","paid","Lansing-East Lansing, MI","605","Dusty","97"
"Los Lobos","Avery","F","110","Watkins","174.18404","paid","San Jose-Sunnyvale-Santa Clara, CA","324","La Bamba","30"
"Drake / Kanye West / Lil Wayne / Eminem","Harper","M","7","Barrett","357.66812","paid","New York-Newark-Jersey City, NY-NJ-PA","404","Forever","42"
"Ginuwine","Chloe","F","10","Cuevas","244.27057","paid","San Francisco-Oakland-Hayward, CA","621","I'm In Love","49"
"Descendents","Avery","F","111","Watkins","89.23383","paid","San Jose-Sunnyvale-Santa Clara, CA","324","I'm Not A Loser","30"
"Jennifer Love Hewitt","Kate","F","44","Harrell","222.17098","paid","Lansing-East Lansing, MI","605","BareNaked","97"
"The Cinematic Orchestra","Chloe","F","11","Cuevas","613.74649","paid","San Francisco-Oakland-Hayward, CA","621","Burn Out","49"
"La Fuga","Harper","M","8","Barrett","217.70404","paid","New York-Newark-Jersey City, NY-NJ-PA","404","Baja por diversion (directo 05)","42"
"Killswitch Engage","Kate","F","45","Harrell","259.89179","paid","Lansing-East Lansing, MI","605","Hope Is... (Album Version)","97"
"Kid Cudi Vs Crookers","Harper","M","9","Barrett","162.97751","paid","New York-Newark-Jersey City, NY-NJ-PA","404","Day 'N' Nite","42"
"Beirut","Kate","F","46","Harrell","213.68118","paid","Lansing-East Lansing, MI","605","La Llorona","97"
"Fall Out Boy","Harper","M","10","Barrett","181.36771","paid","New York-Newark-Jersey City, NY-NJ-PA","404","Dance_ Dance","42"
"Christina Aguilera / Lil' Kim / Mya / Pink","Kate","F","47","Harrell","264.93342","paid","Lansing-East Lansing, MI","605","Lady Marmalade","97"
"Harold Budd","Harper","M","11","Barrett","392.85506","paid","New York-Newark-Jersey City, NY-NJ-PA","404","Algebra Of Darkness (Album Version)","42"
"Eric Burdon & War","Kate","F","48","Harrell","281.93914","paid","Lansing-East Lansing, MI","605","Jimbo (Album Version)","97"
"Cass McCombs","Harper","M","12","Barrett","234.13506","paid","New York-Newark-Jersey City, NY-NJ-PA","404","Deseret","42"
"The Black Keys","Kate","F","49","Harrell","139.51955","paid","Lansing-East Lansing, MI","605","I'll Be Your Man","97"
"Leona Naess","Harper","M","13","Barrett","223.03302","paid","New York-Newark-Jersey City, NY-NJ-PA","404","Christmas","42"
"Alliance Ethnik","Kate","F","50","Harrell","252.21179","paid","Lansing-East Lansing, MI","605","ReprÃÂ©sente","97"
"Nando Reis","Harper","M","14","Barrett","254.6673","paid","New York-Newark-Jersey City, NY-NJ-PA","404","A Letra ""A","42"
"Kris Allen","Kate","F","55","Harrell","212.50567","paid","Lansing-East Lansing, MI","605","Live Like We're Dying","97"
"Muse","Kate","F","56","Harrell","224.44363","paid","Lansing-East Lansing, MI","605","Muscle Museum (Soulwax Remix)","97"
"Goldfrapp","Harper","M","15","Barrett","228.0224","paid","New York-Newark-Jersey City, NY-NJ-PA","404","Lovely Head","42"
"Slash","Kate","F","57","Harrell","189.23057","paid","Lansing-East Lansing, MI","605","Doctor Alibi (featuring Lemmy Kilmister)","97"
"D.R.I.","Harper","M","16","Barrett","66.61179","paid","New York-Newark-Jersey City, NY-NJ-PA","404","Stupid_ Stupid War (Dealing With It)","42"
"Beastie Boys","Harper","M","17","Barrett","211.722","paid","New York-Newark-Jersey City, NY-NJ-PA","404","Unite (2009 Digital Remaster)","42"
"Cat Power","Kate","F","58","Harrell","218.3571","paid","Lansing-East Lansing, MI","605","Hate","97"
"Kings Of Leon","Harper","M","18","Barrett","201.79546","paid","New York-Newark-Jersey City, NY-NJ-PA","404","Revelry","42"
"Hot Water Music","Kate","F","59","Harrell","201.40363","paid","Lansing-East Lansing, MI","605","Translocation","97"
"Miranda Lambert","Harper","M","19","Barrett","251.61098","paid","New York-Newark-Jersey City, NY-NJ-PA","404","Me And Charlie Talking","42"
"Brandy duet with Monica","Kate","F","60","Harrell","294.79138","paid","Lansing-East Lansing, MI","605","The Boy Is Mine (Duet With Monica) (LP Version)","97"
"The Heavy","Harper","M","20","Barrett","197.35465","paid","New York-Newark-Jersey City, NY-NJ-PA","404","How You Like Me Now?","42"
"Streetlight Manifesto","Kate","F","61","Harrell","327.91465","paid","Lansing-East Lansing, MI","605","Point/Counterpoint (Album Version)","97"
"Blitzen Trapper","Harper","M","21","Barrett","171.15383","paid","New York-Newark-Jersey City, NY-NJ-PA","404","Murder Babe (Album)","42"
"Megan McCauley","Harper","M","22","Barrett","228.57098","paid","New York-Newark-Jersey City, NY-NJ-PA","404","Die For You","42"
"Jack Johnson","Kate","F","62","Harrell","207.64689","paid","Lansing-East Lansing, MI","605","Better Together","97"
"Passion Pit","Harper","M","23","Barrett","243.69587","paid","New York-Newark-Jersey City, NY-NJ-PA","404","Eyes As Candles","42"
"Strunz & Farah","Aleena","F","0","Kirby","315.32363","paid","Waterloo-Cedar Falls, IA","619","Zagros","44"
"Minus The Bear","Kate","F","63","Harrell","230.45179","paid","Lansing-East Lansing, MI","605","Part 2","97"
"Van Halen","Harper","M","24","Barrett","102.5824","paid","New York-Newark-Jersey City, NY-NJ-PA","404","Eruption (Album Version)","42"
"Pavement","Kate","F","64","Harrell","149.83791","paid","Lansing-East Lansing, MI","605","Heaven Is A Truck","97"
"Alliance Ethnik","Harper","M","25","Barrett","195.94404","paid","New York-Newark-Jersey City, NY-NJ-PA","404","SinceritÃÂ© Et Jalousie","42"
"Pieces Of A Dream","Aleena","F","1","Kirby","311.562","paid","Waterloo-Cedar Falls, IA","619","Keep It Smooth","44"
"Creedence Clearwater Revival","Kate","F","65","Harrell","315.42812","paid","Lansing-East Lansing, MI","605","Born On The Bayou","97"
"Anouk","Harper","M","26","Barrett","268.5122","paid","New York-Newark-Jersey City, NY-NJ-PA","404","It's So Hard","42"
"Jaco Pastorius Big Band","Aleena","F","2","Kirby","69.3024","paid","Waterloo-Cedar Falls, IA","619","Amerika (Album Version)","44"
"Avril Lavigne","Aleena","F","3","Kirby","222.9024","paid","Waterloo-Cedar Falls, IA","619","I'm With You","44"
"Gonzalo Rubalcaba","Kate","F","66","Harrell","525.47873","paid","Lansing-East Lansing, MI","605","Circuito III","97"
"BjÃÂ¶rk","Harper","M","27","Barrett","348.57751","paid","New York-Newark-Jersey City, NY-NJ-PA","404","Undo","42"
"Ska-P","Aleena","F","4","Kirby","298.13506","paid","Waterloo-Cedar Falls, IA","619","Casposos","44"
"The Strokes","Harper","M","28","Barrett","155.34975","paid","New York-Newark-Jersey City, NY-NJ-PA","404","Is This It","42"
"Jesse Belvin","Aleena","F","5","Kirby","184.63302","paid","Waterloo-Cedar Falls, IA","619","Goodnight My Love","44"
"Alliance Ethnik","Harper","M","29","Barrett","265.76934","paid","New York-Newark-Jersey City, NY-NJ-PA","404","Creil City","42"
"The Gerbils","Kate","F","67","Harrell","27.01016","paid","Lansing-East Lansing, MI","605","(iii)","97"
"KJ-52","Kate","F","68","Harrell","275.77424","paid","Lansing-East Lansing, MI","605","Life After Death","97"
"Mariah Carey","Aleena","F","7","Kirby","242.96444","paid","Waterloo-Cedar Falls, IA","619","All I Want For Christmas Is You","44"
"Glen Hansard & Marketa Irglova","Harper","M","30","Barrett","282.67057","paid","New York-Newark-Jersey City, NY-NJ-PA","404","The Moon (Album version)","42"
"Dion & The Belmonts","Kate","F","69","Harrell","152.31955","paid","Lansing-East Lansing, MI","605","A Teenager In Love","97"
"Jack Johnson","Kynnedi","F","0","Sanchez","236.93016","free","Cedar Rapids, IA","600","Bubble Toes","89"
"Beastie Boys","Aleena","F","8","Kirby","172.22485","paid","Waterloo-Cedar Falls, IA","619","The Maestro","44"
"Lesley Gore","Kate","F","70","Harrell","134.37342","paid","Lansing-East Lansing, MI","605","It's My Party","97"
"Dr. Dre / Snoop Dogg","Harper","M","31","Barrett","161.51465","paid","New York-Newark-Jersey City, NY-NJ-PA","404","The Next Episode","42"
"Pearl Jam","Aleena","F","9","Kirby","67.44771","paid","Waterloo-Cedar Falls, IA","619","Encore Break","44"
"Cake","Kynnedi","F","1","Sanchez","179.09506","free","Cedar Rapids, IA","600","Commissioning A Symphony In C","89"
"Phoenix","Kate","F","71","Harrell","278.07302","paid","Lansing-East Lansing, MI","605","Rome","97"
"Alesana","Aleena","F","10","Kirby","285.51791","paid","Waterloo-Cedar Falls, IA","619","Seduction (album)","44"
"The Kooks","Harper","M","32","Barrett","168.72444","paid","New York-Newark-Jersey City, NY-NJ-PA","404","She Moves In Her Own Way","42"
"Dakis","Harper","M","33","Barrett","162.48118","paid","New York-Newark-Jersey City, NY-NJ-PA","404","La Petite Marie (2005 Digital Remaster)","42"
"Limp Bizkit","Kate","F","72","Harrell","214.5171","paid","Lansing-East Lansing, MI","605","Rollin' (Air Raid Vehicle)","97"
"JET","Aleena","F","11","Kirby","261.3024","paid","Waterloo-Cedar Falls, IA","619","Move On (Album Version)","44"
"Mickie Krause","Harper","M","34","Barrett","204.17261","paid","New York-Newark-Jersey City, NY-NJ-PA","404","Orange TrÃÂ¤gt Nur Die MÃÂ¼llabfuhr (Go West)","42"
"Hot Chip","Kate","F","73","Harrell","314.69669","paid","Lansing-East Lansing, MI","605","My Piano (DJ-Kicks)","97"
"Yung Berg","Aleena","F","12","Kirby","230.63465","paid","Waterloo-Cedar Falls, IA","619","Do That There (featuring Dude 'N Nem)","44"
"Kings Of Leon","Harper","M","35","Barrett","237.53098","paid","New York-Newark-Jersey City, NY-NJ-PA","404","Closer","42"
"Johan","Aleena","F","13","Kirby","190.27546","paid","Waterloo-Cedar Falls, IA","619","Life On Mars","44"
"Crystal Castles","Kate","F","74","Harrell","138.91873","paid","Lansing-East Lansing, MI","605","Love And Caring","97"
"Thirteen Senses","Harper","M","36","Barrett","286.45832","paid","New York-Newark-Jersey City, NY-NJ-PA","404","Lead Us","42"
"Eisbrecher","Kate","F","76","Harrell","241.89342","paid","Lansing-East Lansing, MI","605","Adrenalin","97"
"Buckcherry","Aleena","F","14","Kirby","201.79546","paid","Waterloo-Cedar Falls, IA","619","Crazy Bitch (Album Version)","44"
"Band Of Horses","Harper","M","37","Barrett","187.0624","paid","New York-Newark-Jersey City, NY-NJ-PA","404","The General Specific (Album)","42"
"Darkseed","Kate","F","77","Harrell","250.33098","paid","Lansing-East Lansing, MI","605","Speak Silence","97"
"Caetano Veloso","Aleena","F","15","Kirby","223.97342","paid","Waterloo-Cedar Falls, IA","619","O Samba E O Tango","44"
"Maria Arredondo","Harper","M","38","Barrett","243.74812","paid","New York-Newark-Jersey City, NY-NJ-PA","404","Burning","42"
"Boyzone","Aleena","F","16","Kirby","219.81995","paid","Waterloo-Cedar Falls, IA","619","All That I Need","44"
"Coldplay","Kate","F","78","Harrell","273.47546","paid","Lansing-East Lansing, MI","605","Trouble","97"
"matchbox twenty","Harper","M","39","Barrett","229.14567","paid","New York-Newark-Jersey City, NY-NJ-PA","404","Unwell (Album Version)","42"
"Sussie 4","Aleena","F","17","Kirby","331.33669","paid","Waterloo-Cedar Falls, IA","619","On Time","44"
"Klaxons","Kate","F","79","Harrell","166.79138","paid","Lansing-East Lansing, MI","605","Golden Skans","97"
"Prince","Harper","M","40","Barrett","340.71465","paid","New York-Newark-Jersey City, NY-NJ-PA","404","Hot Thing ( LP Version )","42"
"Dwight Yoakam","Kate","F","80","Harrell","239.3073","paid","Lansing-East Lansing, MI","605","You're The One","97"
"Damian Marley / Capleton / Drag-On / Stephen Marley","Aleena","F","18","Kirby","361.03791","paid","Waterloo-Cedar Falls, IA","619","It Was Written","44"
"Markus KrunegÃÂ¥rd","Kate","F","81","Harrell","185.5473","paid","Lansing-East Lansing, MI","605","Genom tunna tyger","97"
"Kamera","Harper","M","41","Barrett","221.33506","paid","New York-Newark-Jersey City, NY-NJ-PA","404","I Was Made","42"
"Rainer Weichhold vs. Dandi & Ugo","Kate","F","82","Harrell","397.66159","paid","Lansing-East Lansing, MI","605","Infinite Template","97"
"Sondre Lerche","Aleena","F","19","Kirby","136.98567","paid","Waterloo-Cedar Falls, IA","619","Face The Blood","44"
"John Mayer","Harper","M","42","Barrett","241.99791","paid","New York-Newark-Jersey City, NY-NJ-PA","404","Slow Dancing In A Burning Room","42"
"Mystikal","Aleena","F","20","Kirby","234.89261","paid","Waterloo-Cedar Falls, IA","619","Alright","44"
"Luis Fonsi","Harper","M","43","Barrett","278.17751","paid","New York-Newark-Jersey City, NY-NJ-PA","404","Aunque Estes Con El","42"
"Angelic Upstarts","Aleena","F","21","Kirby","144.74404","paid","Waterloo-Cedar Falls, IA","619","Two Million Voices","44"
"Tonic","Kate","F","83","Harrell","228.38812","paid","Lansing-East Lansing, MI","605","Count On Me (Somebody)","97"
"Enya","Aleena","F","22","Kirby","259.86567","paid","Waterloo-Cedar Falls, IA","619","Exile","44"
"Lily Allen","Harper","M","44","Barrett","277.83791","paid","New York-Newark-Jersey City, NY-NJ-PA","404","Everyone's At It","42"
"Lissi Dancefloor Disaster","Kate","F","84","Harrell","246.12526","paid","Lansing-East Lansing, MI","605","I'M Gonna Keep On Driving My Car","97"
"M.I.A.","Aleena","F","23","Kirby","206.13179","paid","Waterloo-Cedar Falls, IA","619","Paper Planes","44"
"India.Arie","Kate","F","85","Harrell","245.26322","paid","Lansing-East Lansing, MI","605","Interested","97"
"AFI","Harper","M","46","Barrett","250.33098","paid","New York-Newark-Jersey City, NY-NJ-PA","404","This Celluloid Dream","42"
"3 Doors Down","Aleena","F","24","Kirby","243.93098","paid","Waterloo-Cedar Falls, IA","619","She Don't Want The World","44"
"Linkin Park","Kate","F","86","Harrell","200.22812","paid","Lansing-East Lansing, MI","605","Points Of Authority (Album Version)","97"
"Leatherface and Hot Water Music","Harper","M","47","Barrett","228.15302","paid","New York-Newark-Jersey City, NY-NJ-PA","404","Gang Party (Leatherface)","42"
"Agnes","Aleena","F","25","Kirby","186.51383","paid","Waterloo-Cedar Falls, IA","619","Release Me","44"
"Weezer","Kate","F","87","Harrell","199.94077","paid","Lansing-East Lansing, MI","605","Island In The Sun","97"
"Scandinavian Music Group","Harper","M","48","Barrett","544.88771","paid","New York-Newark-Jersey City, NY-NJ-PA","404","Kun Puut Tekee SeittiÃÂ¤","42"
"Caparezza","Aleena","F","26","Kirby","310.30812","paid","Waterloo-Cedar Falls, IA","619","Fuori Dal Tunnel (Album Version)","44"
"Billy Idol","Kate","F","89","Harrell","228.33587","paid","Lansing-East Lansing, MI","605","Flesh For Fantasy","97"
"Charttraxx Karaoke","Aleena","F","27","Kirby","225.17506","paid","Waterloo-Cedar Falls, IA","619","Fireflies","44"
"Michael BublÃÂ©","Kate","F","90","Harrell","229.04118","paid","Lansing-East Lansing, MI","605","Can't Help Falling In Love (Album Version) (Studio)","97"
"Amos Lee","Harper","M","49","Barrett","178.99057","paid","New York-Newark-Jersey City, NY-NJ-PA","404","Baby I Want You","42"
"The Notorious B.I.G.","Aleena","F","28","Kirby","252.49914","paid","Waterloo-Cedar Falls, IA","619","Big Poppa","44"
"The Spinanes","Aleena","F","29","Kirby","231.23546","paid","Waterloo-Cedar Falls, IA","619","Azure (Album)","44"
"Coldplay","Aleena","F","30","Kirby","289.04444","paid","Waterloo-Cedar Falls, IA","619","Brothers & Sisters","44"
"Evanescence","Aleena","F","31","Kirby","330.91873","paid","Waterloo-Cedar Falls, IA","619","Good Enough","44"
"L-Kan","Aleena","F","32","Kirby","246.49098","paid","Waterloo-Cedar Falls, IA","619","Cuentos chinos","44"
"Peter Mulvey","Aleena","F","33","Kirby","216.24118","paid","Waterloo-Cedar Falls, IA","619","Hidden Love","44"
"Beverley Craven","Aleena","F","34","Kirby","219.34975","paid","Waterloo-Cedar Falls, IA","619","Promise Me","44"
"The Lonely Island / Julian Casablancas","Aleena","F","35","Kirby","192.9922","paid","Waterloo-Cedar Falls, IA","619","Boombox","44"
"Three Days Grace","Aleena","F","36","Kirby","186.90567","paid","Waterloo-Cedar Falls, IA","619","Just Like You","44"
"The Ethiopians","Aleena","F","37","Kirby","142.15791","paid","Waterloo-Cedar Falls, IA","619","Woman Capture Man","44"
"Fozzy","Aleena","F","38","Kirby","218.14812","paid","Waterloo-Cedar Falls, IA","619","Watch Me Shine (Album)","44"
"Silversun Pickups","Aleena","F","39","Kirby","265.7171","paid","Waterloo-Cedar Falls, IA","619","Booksmart Devil","44"
"Lionel Richie","Aleena","F","40","Kirby","265.89995","paid","Waterloo-Cedar Falls, IA","619","Lady","44"
"Margaret Cho","Chloe","F","2","Cuevas","144.90077","paid","San Francisco-Oakland-Hayward, CA","630","Gay Porn","49"
"A Day To Remember","Aleena","F","41","Kirby","173.13914","paid","Waterloo-Cedar Falls, IA","619","Heart Less","44"
"Armored Saint","Chloe","F","3","Cuevas","325.40689","paid","San Francisco-Oakland-Hayward, CA","630","Human Vulture","49"
"The Dropkick Murphys","Aleena","F","42","Kirby","232.17587","paid","Waterloo-Cedar Falls, IA","619","The State Of Massachusetts","44"
"Fall Out Boy","Aleena","F","43","Kirby","156.57751","paid","Waterloo-Cedar Falls, IA","619","Beat It","44"
"Beck","Chloe","F","4","Cuevas","124.15955","paid","San Francisco-Oakland-Hayward, CA","630","Girl Dreams","49"
"Beastie Boys","Chloe","F","5","Cuevas","209.81506","paid","San Francisco-Oakland-Hayward, CA","630","Intergalactic","49"
"Fall Out Boy","Aleena","F","44","Kirby","203.96363","paid","Waterloo-Cedar Falls, IA","619","Thnks fr th Mmrs","44"
"keller williams","Chloe","F","6","Cuevas","230.39955","paid","San Francisco-Oakland-Hayward, CA","630","221","49"
"Al Gromer Khan","Aleena","F","45","Kirby","324.362","paid","Waterloo-Cedar Falls, IA","619","A Hundred Moons","44"
"Benny Benassi Presents The Biz","Chloe","F","7","Cuevas","205.26975","paid","San Francisco-Oakland-Hayward, CA","630","Love Is Gonna Save Us ","49"
"Symphony X","Aleena","F","46","Kirby","318.37995","paid","Waterloo-Cedar Falls, IA","619","Evolution (the Grand Design)","44"
"Kajagoogoo","Chloe","F","8","Cuevas","365.92281","paid","San Francisco-Oakland-Hayward, CA","630","Big Apple (Metro Mix)","49"
"Jamiroquai","Aleena","F","47","Kirby","229.40689","paid","Waterloo-Cedar Falls, IA","619","Virtual Insanity","44"
"Justin Bieber","Chloe","F","9","Cuevas","220.89098","paid","San Francisco-Oakland-Hayward, CA","630","Somebody To Love","49"
"Bruce Willis","Aleena","F","48","Kirby","228.80608","paid","Waterloo-Cedar Falls, IA","619","Save The Last Dance For Me","44"
"The Killers","Chloe","F","10","Cuevas","246.80444","paid","San Francisco-Oakland-Hayward, CA","630","Read My Mind","49"
"Sharleen Spiteri","Aleena","F","49","Kirby","201.32526","paid","Waterloo-Cedar Falls, IA","619","Cat People (Putting Out Fire)","44"
"Alliance Ethnik","Chloe","F","11","Cuevas","252.21179","paid","San Francisco-Oakland-Hayward, CA","630","ReprÃÂ©sente","49"
"The Cardigans","Aleena","F","50","Kirby","198.21669","paid","Waterloo-Cedar Falls, IA","619","Lovefool","44"
"Black Kids","Aleena","F","51","Kirby","220.05506","paid","Waterloo-Cedar Falls, IA","619","I'm Not Gonna Teach Your Boyfriend How To Dance With You","44"
"Parachute","Chloe","F","12","Cuevas","146.05016","paid","San Francisco-Oakland-Hayward, CA","630","She Is Love","49"
"Mudcrutch","Chloe","F","13","Cuevas","249.33832","paid","San Francisco-Oakland-Hayward, CA","630","The Wrong Thing To Do (Album Version)","49"
"Simon Harris","Aleena","F","52","Kirby","195.83955","paid","Waterloo-Cedar Falls, IA","619","Sample Track 2","44"
"Sufjan Stevens","Chloe","F","14","Cuevas","248.89424","paid","San Francisco-Oakland-Hayward, CA","630","Movement III - Linear Tableau with Intersecting Surprise","49"
"Charlie Patton","Aleena","F","53","Kirby","187.48036","paid","Waterloo-Cedar Falls, IA","619","Green River Blues","44"
"Basshunter","Aleena","F","54","Kirby","223.32036","paid","Waterloo-Cedar Falls, IA","619","Walk On Water","44"
"Lindisfarne","Chloe","F","15","Cuevas","352.39138","paid","San Francisco-Oakland-Hayward, CA","630","Fog On The Tyne (Live)","49"
"Kanye West","Aleena","F","55","Kirby","196.77995","paid","Waterloo-Cedar Falls, IA","619","Jesus Walks","44"
"Ariane Moffatt","Chloe","F","16","Cuevas","218.53995","paid","San Francisco-Oakland-Hayward, CA","630","Retourne Chez Elle","49"
"Linkin Park","Aleena","F","56","Kirby","183.97995","paid","Waterloo-Cedar Falls, IA","619","Runaway (Album Version)","44"
"The Beach Boys","Aleena","F","57","Kirby","175.80363","paid","Waterloo-Cedar Falls, IA","619","You've Got To Hide Your Love Away (Digitally Remastered 01)","44"
"No Doubt","Chloe","F","17","Cuevas","261.82485","paid","San Francisco-Oakland-Hayward, CA","630","Don't Speak","49"
"Queens Of The Stone Age","Aleena","F","58","Kirby","364.90404","paid","Waterloo-Cedar Falls, IA","619","God Is On The Radio","44"
"LMFAO / Lil Jon","Chloe","F","18","Cuevas","222.17098","paid","San Francisco-Oakland-Hayward, CA","630","Shots","49"
"The Suicide Machines","Chloe","F","19","Cuevas","121.41669","paid","San Francisco-Oakland-Hayward, CA","630","High Anxiety","49"
"Kate Nash","Aleena","F","59","Kirby","255.58159","paid","Waterloo-Cedar Falls, IA","619","Mariella","44"
"The Saturdays","Chloe","F","20","Cuevas","176.95302","paid","San Francisco-Oakland-Hayward, CA","630","If This Is Love","49"
"Frou Frou","Aleena","F","60","Kirby","201.42975","paid","Waterloo-Cedar Falls, IA","619","Holding Out For A Hero","44"
"Flaw","Chloe","F","21","Cuevas","175.72526","paid","San Francisco-Oakland-Hayward, CA","630","Get Up Again","49"
"Liz Callaway","Chloe","F","22","Cuevas","175.43791","paid","San Francisco-Oakland-Hayward, CA","630","Journey To The Past  (LP Version)","49"
"Les MisÃÂ©rables - Original London Cast","Aleena","F","61","Kirby","285.85751","paid","Waterloo-Cedar Falls, IA","619","Finale","44"
"Lady GaGa / Colby O'Donis","Chloe","F","23","Cuevas","238.54975","paid","San Francisco-Oakland-Hayward, CA","630","Just Dance","49"
"Cozy Powell","Aleena","F","62","Kirby","213.4722","paid","Waterloo-Cedar Falls, IA","619","Dance With The Devil","44"
"Animal Collective","Chloe","F","24","Cuevas","313.5473","paid","San Francisco-Oakland-Hayward, CA","630","Bluish","49"
"Blink-182","Aleena","F","63","Kirby","225.12281","paid","Waterloo-Cedar Falls, IA","619","A New Hope","44"
"Charisma","Molly","F","0","Taylor","707.63057","free","St. Louis, MO-IL","482","Loon Garden","35"
"Dido","Chloe","F","25","Cuevas","217.83465","paid","San Francisco-Oakland-Hayward, CA","630","Thank You","49"
"Screamin' Jay Hawkins","Aleena","F","64","Kirby","151.58812","paid","Waterloo-Cedar Falls, IA","619","The Whammy","44"
"Silverchair","Aleena","F","65","Kirby","241.29261","paid","Waterloo-Cedar Falls, IA","619","All Across The World","44"
"Emery","Chloe","F","26","Cuevas","245.4722","paid","San Francisco-Oakland-Hayward, CA","630","The Ponytail Parades","49"
"Hockey","Aleena","F","66","Kirby","196.96281","paid","Waterloo-Cedar Falls, IA","619","Song Away","44"
"Flight Of The Conchords","Jayden","F","1","Duffy","158.14485","free","Seattle-Tacoma-Bellevue, WA","561","Hurt Feelings","76"
"Mike Posner","Chloe","F","27","Cuevas","214.7522","paid","San Francisco-Oakland-Hayward, CA","630","Cooler Than Me","49"
"Juana Molina","Aleena","F","67","Kirby","226.61179","paid","Waterloo-Cedar Falls, IA","619","Medlong","44"
"Nancy Sinatra","Jayden","F","2","Duffy","184.63302","free","Seattle-Tacoma-Bellevue, WA","561","So Long_ Babe (2006 Digital Remaster)","76"
"Joy Division","Chloe","F","28","Cuevas","355.18649","paid","San Francisco-Oakland-Hayward, CA","630","I Remember Nothing [2007 Re-mastered Album Version]","49"
"Elvis Presley","Aleena","F","68","Kirby","273.76281","paid","Waterloo-Cedar Falls, IA","619","Suspicious Minds","44"
"Kings Of Leon","Chloe","F","30","Cuevas","201.79546","paid","San Francisco-Oakland-Hayward, CA","630","Revelry","49"
"Kanye West / Consequence / Cam'Ron","Aleena","F","69","Kirby","333.34812","paid","Waterloo-Cedar Falls, IA","619","Gone","44"
"Johnny Winter","Chloe","F","31","Cuevas","714.37016","paid","San Francisco-Oakland-Hayward, CA","630","It's My Own Fault","49"
"Greg Brown","Aleena","F","70","Kirby","285.28281","paid","Waterloo-Cedar Falls, IA","619","I Believe I'll Go Back Home","44"
"Wim Mertens","Aleena","F","71","Kirby","240.79628","paid","Waterloo-Cedar Falls, IA","619","Naviamente","44"
"Ra Ra Riot","Chloe","F","32","Cuevas","152.71138","paid","San Francisco-Oakland-Hayward, CA","630","Can You Tell","49"
"Foo Fighters","Aleena","F","72","Kirby","302.91546","paid","Waterloo-Cedar Falls, IA","619","What If I Do?","44"
"Vanessa Williams","Aleena","F","73","Kirby","257.14893","paid","Waterloo-Cedar Falls, IA","619","Colors Of The Wind","44"
"Gyllene Tider","Aleena","F","74","Kirby","253.962","paid","Waterloo-Cedar Falls, IA","619","(Hon Vill Ha) Puls","44"
"Ska Cubano","Chloe","F","34","Cuevas","281.44281","paid","San Francisco-Oakland-Hayward, CA","630","Cumbia En Do Menor","49"
"Train","Aleena","F","75","Kirby","205.45261","paid","Waterloo-Cedar Falls, IA","619","Marry Me","44"
"Camera Obscura","Aleena","F","76","Kirby","218.69669","paid","Waterloo-Cedar Falls, IA","619","Teenager","44"
"Liah","Chloe","F","35","Cuevas","195.65669","paid","San Francisco-Oakland-Hayward, CA","630","Tudo Que Eu Sempre Quis","49"
"Rise Against","Aleena","F","77","Kirby","245.96853","paid","Waterloo-Cedar Falls, IA","619","Audience Of One","44"
"Rise Against","Aleena","F","78","Kirby","182.09914","paid","Waterloo-Cedar Falls, IA","619","My Life Inside Your Heart","44"
"Sly Fox","Aleena","F","79","Kirby","227.18649","paid","Waterloo-Cedar Falls, IA","619","Let's Go All The Way (Short Blix Mix)","44"
"Heart","Aleena","F","80","Kirby","296.14975","paid","Waterloo-Cedar Falls, IA","619","Crazy On You","44"
"Ugly Kid Joe","Aleena","F","81","Kirby","241.03138","paid","Waterloo-Cedar Falls, IA","619","Cats In The Cradle","44"
"Traveling Wilburys","Aleena","F","0","Kirby","201.58649","paid","Waterloo-Cedar Falls, IA","637","You Took My Breath Away (2007 Remastered LP Version)","44"
"Michael BublÃÂ©","Aleena","F","1","Kirby","151.53587","paid","Waterloo-Cedar Falls, IA","637","A Foggy Day (In London Town) (Album Version)","44"
"S Club 7","Aleena","F","2","Kirby","201.16853","paid","Waterloo-Cedar Falls, IA","637","Have You Ever","44"
"Hevia","Aleena","F","3","Kirby","256.46975","paid","Waterloo-Cedar Falls, IA","637","Fandangu Los Llobos","44"
"Billy Talent","Aleena","F","4","Kirby","190.37995","paid","Waterloo-Cedar Falls, IA","637","Voices Of Violence (Album Version)","44"
"Phoenix","Aleena","F","5","Kirby","193.85424","paid","Waterloo-Cedar Falls, IA","637","Courtesy Laughs","44"
"Kanye West","Aleena","F","6","Kirby","242.93832","paid","Waterloo-Cedar Falls, IA","637","We Don't Care","44"
"Damero feat. Nevis Peak","Aleena","F","7","Kirby","356.33587","paid","Waterloo-Cedar Falls, IA","637","Gestern_Morgen","44"
"Shakira","Aleena","F","8","Kirby","289.98485","paid","Waterloo-Cedar Falls, IA","637","Que Me Quedes Tu","44"
"Big Kuntry King","Aleena","F","9","Kirby","232.75057","paid","Waterloo-Cedar Falls, IA","637","Da Baddest [Feat. Trey Songz] (Explicit Album Version)","44"
"A Fine Frenzy","Anabelle","F","0","Simpson","267.91138","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","256","Almost Lover (Album Version)","69"
"Nirvana","Aleena","F","0","Kirby","214.77832","paid","Waterloo-Cedar Falls, IA","237","Serve The Servants","44"
